"HID"	"Gene.Symbol"	"Taxonomy"	"Gene.ID"
531	"gsr-1"	6239	175467
536	"agl-1"	6239	175091
542	"gta-1"	6239	177897
543	"ace-1"	6239	181706
553	"dop-1"	6239	180714
554	"ahcy-1"	6239	172408
568	"F14F4.1"	6239	184471
568	"CELE_T07D10.2"	6239	188227
569	"Y39E4A.3"	6239	176716
578	"egl-19"	6239	177513
593	"acr-16"	6239	179235
593	"acr-25"	6239	3565563
593	"acr-11"	6239	191599
593	"acr-9"	6239	191597
593	"acr-14"	6239	191601
593	"acr-10"	6239	191598
593	"acr-7"	6239	174262
598	"B0395.3"	6239	181682
615	"tbh-1"	6239	181639
623	"dop-2"	6239	179347
633	"gab-1"	6239	176691
635	"unc-25"	6239	176713
637	"F38B6.4"	6239	180935
648	"nmr-2"	6239	180002
651	"mgl-1"	6239	191707
664	"gcy-32"	6239	179887
664	"gcy-35"	6239	173202
664	"gcy-36"	6239	191657
664	"gcy-34"	6239	191656
664	"gcy-37"	6239	191658
665	"guk-1"	6239	171963
669	"tyra-2"	6239	180970
694	"nhr-141"	6239	184926
694	"nhr-204"	6239	187519
694	"nhr-60"	6239	180059
694	"nhr-253"	6239	191205
694	"nhr-254"	6239	191206
694	"nhr-252"	6239	191203
694	"nhr-278"	6239	191202
694	"nhr-167"	6239	183613
694	"nhr-221"	6239	188826
694	"nhr-152"	6239	182533
694	"nhr-222"	6239	188828
694	"nhr-187"	6239	185910
694	"nhr-185"	6239	185907
694	"nhr-15"	6239	178558
694	"nhr-186"	6239	185909
694	"nhr-189"	6239	185913
694	"nhr-188"	6239	185912
694	"nhr-51"	6239	180052
694	"nhr-157"	6239	182730
694	"nhr-158"	6239	182731
694	"nhr-159"	6239	182732
694	"nhr-192"	6239	186431
694	"nhr-148"	6239	182172
694	"nhr-147"	6239	182170
694	"nhr-149"	6239	182174
694	"nhr-116"	6239	180129
694	"nhr-39"	6239	185720
694	"nhr-172"	6239	183808
694	"nhr-171"	6239	183807
694	"nhr-198"	6239	187056
694	"nhr-196"	6239	187053
694	"nhr-268"	6239	187054
694	"nhr-168"	6239	353455
694	"nhr-206"	6239	187660
694	"nhr-208"	6239	187662
694	"nhr-207"	6239	187661
694	"nhr-154"	6239	182565
694	"nhr-209"	6239	187663
694	"nhr-153"	6239	182564
694	"nhr-136"	6239	182566
694	"nhr-173"	6239	183862
694	"nhr-233"	6239	189569
694	"nhr-197"	6239	187055
694	"nhr-52"	6239	3565623
694	"nhr-223"	6239	188934
694	"nhr-283"	6239	3565118
694	"nhr-26"	6239	188212
694	"nhr-27"	6239	184597
694	"nhr-215"	6239	188211
694	"nhr-272"	6239	188209
694	"nhr-9"	6239	191718
694	"nhr-255"	6239	191392
694	"nhr-285"	6239	3565155
694	"nhr-281"	6239	184567
694	"nhr-166"	6239	183605
694	"nhr-124"	6239	182733
694	"nhr-129"	6239	183635
694	"nhr-120"	6239	182882
694	"nhr-68"	6239	179589
694	"nhr-114"	6239	178821
694	"nhr-101"	6239	179588
694	"nhr-10"	6239	175993
694	"nhr-1"	6239	181783
694	"nhr-47"	6239	178933
694	"nhr-17"	6239	191719
694	"nhr-40"	6239	180560
694	"nhr-137"	6239	183865
694	"nhr-276"	6239	190581
700	"npr-7"	6239	185321
701	"npr-6"	6239	185623
712	"pdhb-1"	6239	177108
721	"ama-1"	6239	177190
722	"rpb-2"	6239	175668
725	"emb-8"	6239	175710
726	"cyn-6"	6239	175231
726	"cyn-5"	6239	173374
730	"pri-1"	6239	176358
730	"T24C4.5"	6239	188846
731	"pri-2"	6239	173122
747	"rpl-3"	6239	175501
748	"rpl-4"	6239	172074
756	"rpl-18"	6239	178342
763	"rpl-24.1"	6239	172062
766	"rpl-30"	6239	172921
776	"rpl-41"	6239	174695
779	"rps-3"	6239	175879
783	"rps-5"	6239	178012
794	"rps-16"	6239	179998
799	"rps-23"	6239	178188
803	"rps-27"	6239	178538
806	"rnr-1"	6239	176301
816	"dat-1"	6239	176304
824	"C49A9.7"	6239	183595
830	"top-2"	6239	174825
834	"Y110A7A.4"	6239	172149
840	"alh-7"	6239	174991
843	"let-268"	6239	174564
846	"CELE_Y111B2A.12"	6239	176680
849	"abcf-1"	6239	179748
854	"acly-2"	6239	179795
854	"D1005.1"	6239	180485
856	"aco-2"	6239	176121
862	"atn-1"	6239	179709
868	"acy-1"	6239	175622
871	"F10D7.2"	6239	181765
888	"hrdl-1"	6239	172833
896	"ndx-4"	6239	189639
908	"rhi-1"	6239	180721
913	"alh-9"	6239	175820
936	"calu-1"	6239	180769
946	"cyh-1"	6239	190078
963	"cdk-4"	6239	181472
963	"cdk-4"	6239	13223545
975	"chk-1"	6239	3565921
981	"CELE_F53F4.3"	6239	186176
989	"ldb-1"	6239	181292
993	"tax-2"	6239	172723
994	"tax-4"	6239	176297
999	"cpd-2"	6239	181684
1012	"cpf-1"	6239	174378
1014	"suf-1"	6239	174380
1015	"ctbp-1"	6239	180853
1022	"cpz-1"	6239	171829
1027	"dad-1"	6239	172370
1032	"dars-1"	6239	176334
1039	"rha-1"	6239	174417
1040	"F56D2.6"	6239	175771
1043	"dhod-1"	6239	172392
1045	"K01G5.5"	6239	176504
1046	"dlg-1"	6239	180819
1052	"crn-6"	6239	176316
1052	"nuc-1"	6239	181174
1053	"dhc-1"	6239	172041
1058	"CELE_Y60A3A.14"	6239	190436
1059	"dph-1"	6239	175475
1061	"C02F5.3"	6239	176163
1069	"Y25C1A.13"	6239	173657
1069	"F58A6.1"	6239	186486
1080	"ZK1098.4"	6239	176348
1099	"fib-1"	6239	179999
1119	"fln-1"	6239	176855
1132	"gbb-1"	6239	189837
1140	"CELE_T20G5.10"	6239	176435
1148	"gcs-1"	6239	174438
1155	"C11E4.2"	6239	182513
1155	"Y94H6A.4"	6239	190801
1155	"C11E4.1"	6239	181178
1158	"ttb-1"	6239	178544
1159	"CELE_T16H12.4"	6239	176421
1161	"brf-1"	6239	174199
1168	"npr-2"	6239	177790
1168	"npr-1"	6239	180752
1174	"C44B7.2"	6239	3565706
1185	"R02F2.9"	6239	259963
1205	"eif-3.E"	6239	172959
1212	"vab-3"	6239	181251
1213	"aars-2"	6239	171985
1216	"acdh-3"	6239	172351
1216	"acdh-1"	6239	172358
1217	"pho-5"	6239	176030
1222	"pme-1"	6239	266823
1227	"let-754"	6239	176118
1235	"smd-1"	6239	173269
1240	"dpf-5"	6239	177251
1250	"C13B9.3"	6239	175940
1251	"arc-1"	6239	174525
1256	"arf-6"	6239	191608
1260	"evl-20"	6239	191632
1273	"atp-2"	6239	175716
1279	"spe-5"	6239	172137
1282	"vha-8"	6239	177442
1283	"atp-3"	6239	172195
1284	"ech-5"	6239	176908
1324	"cnx-1"	6239	176390
1328	"cars-1"	6239	171821
1336	"cct-6"	6239	175819
1354	"unc-59"	6239	173233
1363	"cdk-7"	6239	171784
1365	"cdo-1"	6239	180434
1390	"emb-9"	6239	176314
1390	"let-2"	6239	181708
1412	"pyr-1"	6239	174385
1432	"cth-1"	6239	180079
1432	"cth-2"	6239	174155
1434	"hmp-2"	6239	173338
1444	"ZK669.4"	6239	174279
1453	"dhps-1"	6239	174840
1455	"magu-1"	6239	190302
1456	"dlst-1"	6239	179063
1480	"eef-1B.1"	6239	176120
1487	"inf-1"	6239	175966
1503	"CELE_F23C8.5"	6239	171800
1534	"fnta-1"	6239	176840
1535	"fntb-1"	6239	179946
1547	"gars-1"	6239	175703
1557	"E01A2.1"	6239	171998
1571	"got-1.2"	6239	181726
1572	"got-2.2"	6239	180897
1572	"got-2.1"	6239	172072
1576	"sem-5"	6239	181055
1592	"hars-1"	6239	177978
1620	"hpd-1"	6239	176473
1624	"C30C11.4"	6239	176195
1626	"hsp-60"	6239	175316
1657	"aco-1"	6239	181324
1661	"lim-7"	6239	172236
1673	"itr-1"	6239	177546
1676	"ivd-1"	6239	177281
1691	"twk-46"	6239	180252
1693	"slo-1"	6239	180203
1707	"imb-1"	6239	172110
1710	"imb-3"	6239	3565440
1723	"lam-1"	6239	177292
1724	"lam-2"	6239	180980
1768	"mdf-2"	6239	177046
1804	"gly-14"	6239	175453
1804	"gly-13"	6239	181160
1806	"gly-20"	6239	179562
1808	"gly-2"	6239	172360
1821	"mnat-1"	6239	173602
1825	"ZK632.4"	6239	176388
1830	"him-14"	6239	174157
1833	"erm-1"	6239	172174
1838	"B0228.7"	6239	174252
1840	"F46B6.6"	6239	179374
1857	"F10G8.6"	6239	172868
1859	"ncbp-1"	6239	172345
1866	"lpd-5"	6239	172037
1867	"T20H4.5"	6239	176023
1875	"nfx-1"	6239	175902
1897	"nth-1"	6239	187770
1902	"mac-1"	6239	174974
1906	"odc-1"	6239	179079
1918	"C53B4.3"	6239	177714
1930	"kpc-1"	6239	173051
1936	"pak-1"	6239	180873
1945	"pcn-1"	6239	177161
1951	"pdcd-2"	6239	259501
1954	"pdl-1"	6239	191741
1957	"pde-6"	6239	190808
1967	"prx-13"	6239	174192
1979	"R05F9.6"	6239	173843
1980	"phb-1"	6239	171768
1982	"piga-1"	6239	174386
1986	"vps-34"	6239	172280
1997	"plc-3"	6239	174586
2004	"tag-135"	6239	179500
2014	"F10C2.4"	6239	179652
2015	"pole-2"	6239	177673
2017	"rpb-3"	6239	172680
2019	"rpb-7"	6239	171877
2027	"ppm-1"	6239	179469
2032	"T09A5.9"	6239	174266
2038	"pph-4.1"	6239	176657
2054	"pkn-1"	6239	181244
2055	"dkf-2"	6239	180121
2055	"dkf-2"	6239	13217576
2056	"CELE_ZK1307.8"	6239	174515
2063	"mek-2"	6239	171872
2073	"CELE_W04G3.5"	6239	181299
2080	"pas-6"	6239	178943
2081	"pas-2"	6239	179493
2082	"pas-7"	6239	174571
2083	"pas-3"	6239	172139
2084	"pas-5"	6239	172942
2085	"pas-1"	6239	179941
2087	"pbs-6"	6239	176161
2088	"pbs-4"	6239	171975
2089	"pbs-3"	6239	173858
2095	"rpt-2"	6239	178988
2096	"rpt-1"	6239	179641
2097	"rpt-5"	6239	172238
2098	"rpt-6"	6239	176661
2098	"F56F11.4"	6239	175403
2101	"rpn-1"	6239	177455
2102	"rpn-3"	6239	176196
2104	"rpn-8"	6239	172009
2108	"rpn-6.1"	6239	175972
2109	"rpn-5"	6239	173807
2110	"rpn-9"	6239	174715
2111	"Y66D12A.9"	6239	176588
2120	"ptp-1"	6239	175463
2120	"ptp-1"	6239	13188983
2140	"pmp-1"	6239	174126
2140	"pmp-2"	6239	174127
2142	"alh-13"	6239	181417
2143	"Y37E3.11"	6239	171770
2145	"T22F3.3"	6239	178777
2155	"rad-51"	6239	177914
2172	"lin-35"	6239	172249
2185	"smg-2"	6239	171696
2188	"rfc-3"	6239	178259
2202	"rnh-1.0"	6239	3565940
2205	"abce-1"	6239	176733
2206	"sax-3"	6239	180637
2212	"mrpl-12"	6239	176495
2213	"ribo-1"	6239	177456
2214	"ostd-1"	6239	172208
2255	"sdhb-1"	6239	174482
2277	"itsn-1"	6239	178491
2290	"snf-11"	6239	191770
2298	"cat-1"	6239	180837
2308	"swsn-4"	6239	178015
2310	"snfc-5"	6239	175571
2325	"mog-2"	6239	173767
2332	"snx-1"	6239	180468
2333	"mboa-1"	6239	181681
2353	"spc-1"	6239	180603
2354	"unc-70"	6239	179077
2361	"F37F2.2"	6239	171711
2362	"F21D5.7"	6239	259584
2364	"CELE_F38A1.8"	6239	185438
2366	"C44E4.4"	6239	172070
2368	"trap-1"	6239	171865
2369	"trap-2"	6239	180422
2381	"syx-5"	6239	179611
2382	"unc-18"	6239	181030
2384	"spt-5"	6239	178143
2386	"CELE_C08F8.2"	6239	178022
2387	"sft-1"	6239	175415
2395	"adm-4"	6239	181041
2418	"egl-44"	6239	174005
2425	"CELE_Y54E10BR.2"	6239	171878
2467	"top-1"	6239	266847
2471	"F21H12.6"	6239	174018
2476	"CELE_T05E11.3"	6239	178014
2481	"Y87G2A.11"	6239	190778
2484	"ger-1"	6239	187512
2486	"dnj-7"	6239	180983
2486	"dnj-28"	6239	171870
2490	"tufm-1"	6239	175398
2506	"let-70"	6239	178006
2514	"smo-1"	6239	266820
2520	"sqv-4"	6239	179484
2525	"ucr-1"	6239	175772
2531	"pfd-3"	6239	173141
2541	"vrk-1"	6239	174004
2554	"xpo-1"	6239	179160
2587	"prl-1"	6239	180677
2592	"math-33"	6239	179538
2597	"cul-5"	6239	179413
2608	"K07H8.3"	6239	177622
2616	"F34D10.2"	6239	175481
2634	"ppk-2"	6239	175344
2635	"CELE_W07A8.2"	6239	180354
2635	"F47A4.5"	6239	181196
2637	"misc-1"	6239	173414
2658	"mog-4"	6239	175117
2661	"cul-3"	6239	178547
2662	"cul-2"	6239	176806
2663	"cul-1"	6239	176466
2667	"tpst-1"	6239	176684
2670	"air-2"	6239	172268
2676	"rae-1"	6239	172864
2680	"abts-1"	6239	172613
2683	"gck-2"	6239	179072
2685	"hlb-1"	6239	181499
2701	"hat-1"	6239	176458
2705	"dgk-2"	6239	180720
2716	"ads-1"	6239	175192
2726	"F32B6.3"	6239	177840
2729	"R07B7.5"	6239	179657
2731	"F57C9.1"	6239	172101
2736	"lin-2"	6239	181400
2745	"rgs-2"	6239	181414
2745	"rgs-1"	6239	176415
2754	"uso-1"	6239	178311
2755	"unc-31"	6239	178233
2771	"cdh-1"	6239	187783
2779	"egl-45"	6239	176094
2781	"eif-3.C"	6239	172858
2782	"eif-3.D"	6239	176268
2783	"eif-3.F"	6239	174478
2784	"eif-3.G"	6239	174346
2785	"eif-3.H"	6239	172044
2786	"eif-3.I"	6239	171809
2791	"syn-16"	6239	175712
2794	"bec-1"	6239	177345
2800	"mrpl-40"	6239	175174
2804	"bre-4"	6239	190668
2809	"mbf-1"	6239	178071
2815	"ctn-1"	6239	171818
2816	"tag-72"	6239	182875
2838	"CELE_Y59A8B.8"	6239	180182
2838	"CELE_Y59A8B.25"	6239	4363109
2839	"snap-1"	6239	179193
2843	"riok-3"	6239	176387
2847	"CELE_K03H1.13"	6239	4926919
2854	"sucg-1"	6239	177555
2856	"suca-1"	6239	181280
2863	"npr-9"	6239	191320
2865	"dpm-1"	6239	176874
2866	"baf-1"	6239	176330
2895	"pix-1"	6239	181490
2897	"tag-38"	6239	181859
2900	"CELE_W03F9.1"	6239	189162
2906	"C07A9.2"	6239	176368
2908	"aps-1"	6239	178989
2921	"hip-1"	6239	176794
2923	"Y48C3A.14"	6239	174978
2925	"C15H9.7"	6239	180883
2930	"CELE_Y37A1B.5"	6239	178360
2951	"rfl-1"	6239	175982
2954	"unc-16"	6239	176349
2959	"C56C10.10"	6239	174092
2965	"nac-1"	6239	181585
2965	"nac-3"	6239	176429
2967	"gbh-1"	6239	174648
2970	"gcy-28"	6239	172051
2979	"C34F11.3"	6239	173891
2981	"arr-1"	6239	180446
2983	"C55F2.1"	6239	177576
2985	"H28O16.1"	6239	173134
2986	"vha-4"	6239	174272
2991	"byn-1"	6239	175968
2994	"nkat-3"	6239	181633
2994	"nkat-1"	6239	185086
3000	"dpy-23"	6239	180713
3001	"aps-2"	6239	184091
3018	"ech-6"	6239	176376
3020	"Y37E3.10"	6239	171769
3034	"crn-1"	6239	171917
3060	"T28D6.6"	6239	176563
3069	"aex-6"	6239	173223
3073	"sdha-1"	6239	181108
3073	"sdha-2"	6239	172968
3074	"mel-32"	6239	175915
3075	"glt-1"	6239	180641
3078	"snr-1"	6239	178483
3084	"wars-1"	6239	180231
3100	"wah-1"	6239	176635
3116	"grp-1"	6239	176140
3119	"vha-9"	6239	174596
3124	"csn-2"	6239	172278
3133	"eftu-2"	6239	175851
3135	"rab-28"	6239	189429
3145	"Y76B12C.3"	6239	176999
3149	"fat-3"	6239	177820
3149	"fat-4"	6239	177819
3151	"mdt-17"	6239	180325
3153	"let-49"	6239	173353
3158	"mdt-20"	6239	176937
3159	"Y52B11C.1"	6239	3565275
3160	"mppb-1"	6239	177725
3165	"cgp-1"	6239	178540
3175	"abtm-1"	6239	171807
3193	"bcs-1"	6239	174372
3197	"lin-45"	6239	177436
3201	"CELE_F30B5.4"	6239	177185
3210	"ubc-3"	6239	171734
3213	"clh-3"	6239	174187
3213	"clh-4"	6239	180687
3218	"Y71F9AL.17"	6239	171860
3221	"CELE_JC8.5"	6239	186814
3238	"cgh-1"	6239	176061
3274	"T21C9.4"	6239	179476
3275	"let-721"	6239	175916
3279	"dpf-2"	6239	181579
3280	"fars-1"	6239	172311
3294	"C35C5.11"	6239	3565896
3294	"C35C5.2"	6239	183230
3294	"R57.1"	6239	180386
3295	"frg-1"	6239	176719
3297	"gly-4"	6239	180302
3304	"CELE_Y111B2A.13"	6239	176682
3318	"pat-4"	6239	175175
3325	"mcm-2"	6239	174841
3343	"CELE_F59C6.5"	6239	172933
3346	"nuo-2"	6239	172363
3355	"pdr-1"	6239	176816
3356	"pck-2"	6239	172556
3356	"pck-1"	6239	175171
3371	"ggtb-1"	6239	175998
3374	"sco-1"	6239	173763
3380	"rnp-2"	6239	177181
3381	"snr-4"	6239	179639
3383	"rop-1"	6239	179425
3394	"top-3"	6239	176631
3404	"dap-3"	6239	174631
3412	"pabp-2"	6239	172768
3425	"laf-1"	6239	190611
3436	"ash-2"	6239	174838
3438	"ost-1"	6239	176931
3444	"vha-16"	6239	172134
3446	"prp-4"	6239	183250
3447	"prp-3"	6239	176461
3452	"T02H6.1"	6239	173461
3456	"sng-1"	6239	180995
3458	"Y82E9BR.18"	6239	175303
3472	"ncx-4"	6239	172834
3472	"ncx-5"	6239	191715
3475	"etf-1"	6239	179028
3476	"T26C5.3"	6239	259455
3499	"CELE_F38E11.5"	6239	177779
3507	"W02B12.11"	6239	174754
3512	"snap-29"	6239	176233
3515	"Y54E10A.3"	6239	171897
3516	"slt-1"	6239	181562
3521	"C34B2.6"	6239	172966
3538	"F08G12.2"	6239	181319
3538	"C18E3.5"	6239	172015
3542	"ddx-23"	6239	175818
3552	"sur-2"	6239	173345
3566	"atg-5"	6239	171735
3572	"chc-1"	6239	176434
3577	"tlf-1"	6239	172676
3581	"CELE_F38E1.9"	6239	179218
3586	"H43I07.2"	6239	178823
3588	"epg-4"	6239	176009
3597	"sec-22"	6239	180456
3606	"prdx-6"	6239	176837
3615	"sec-24.1"	6239	178078
3620	"cap-2"	6239	174673
3623	"cdk-5"	6239	176774
3625	"ctns-1"	6239	174308
3626	"dapk-1"	6239	187322
3627	"Y55F3BR.1"	6239	176913
3628	"mog-5"	6239	173920
3645	"CELE_Y70C5C.1"	6239	190566
3645	"C28F5.4"	6239	182987
3645	"F44E7.4"	6239	178966
3645	"C02G6.2"	6239	182128
3645	"C02G6.1"	6239	182127
3658	"atx-3"	6239	180049
3664	"CELE_C33A12.1"	6239	177786
3666	"Y53G8AL.2"	6239	175429
3669	"C16A3.5"	6239	175904
3670	"nuo-5"	6239	178735
3672	"M28.5"	6239	174645
3676	"nucb-1"	6239	181230
3680	"pcyt-1"	6239	181021
3680	"Y18H1A.11"	6239	353380
3682	"pde-1"	6239	173200
3685	"Y48E1B.3"	6239	174999
3690	"plk-1"	6239	176143
3690	"plk-2"	6239	171838
3693	"exos-9"	6239	176012
3702	"F55F8.3"	6239	172224
3703	"pmp-3"	6239	179968
3704	"qars-1"	6239	178415
3708	"rpy-1"	6239	174105
3709	"F21H12.1"	6239	174019
3742	"unc-76"	6239	180014
3744	"rnp-4"	6239	175572
3746	"R08D7.7"	6239	187700
3769	"fce-2"	6239	3565253
3780	"usp-14"	6239	175105
3782	"E01B7.1"	6239	180175
3785	"akt-1"	6239	179424
3785	"akt-2"	6239	181524
3792	"CELE_Y69A2AR.18"	6239	177038
3795	"unc-32"	6239	176257
3803	"cic-1"	6239	175357
3821	"ostb-1"	6239	174268
3849	"gfrp-1"	6239	4363077
3879	"grk-1"	6239	181212
3885	"CELE_R02D3.3"	6239	176838
3890	"Y17G7B.3"	6239	174839
3898	"hcf-1"	6239	177560
3903	"ubc-20"	6239	175185
3903	"ubc-21"	6239	182321
3904	"hint-1"	6239	184760
3908	"hsp-4"	6239	174203
3908	"hsp-3"	6239	180880
3918	"W02B12.10"	6239	174753
3942	"ral-1"	6239	175433
3973	"ntl-9"	6239	175669
3974	"smc-3"	6239	176559
3981	"wdr-46"	6239	178185
3990	"mdt-6"	6239	179091
3991	"F25E2.3"	6239	180429
3991	"CELE_C17C3.3"	6239	182714
3991	"CELE_C17C3.1"	6239	173942
3991	"C37H5.13"	6239	178878
4002	"hpo-4"	6239	188131
4017	"unc-101"	6239	173121
4019	"aos-1"	6239	179409
4037	"idha-1"	6239	172655
4043	"ttx-7"	6239	172477
4045	"ipp-5"	6239	180871
4053	"kars-1"	6239	174159
4056	"klc-2"	6239	178942
4060	"epi-1"	6239	177956
4070	"ile-1"	6239	172799
4082	"alh-8"	6239	174800
4083	"mre-11"	6239	179488
4117	"sos-1"	6239	178846
4122	"snt-1"	6239	174120
4126	"taf-13"	6239	192052
4132	"C28H8.11"	6239	175836
4136	"svh-1"	6239	182375
4160	"fars-3"	6239	174351
4166	"F23F1.5"	6239	173383
4167	"E02H1.2"	6239	174508
4172	"pqbp-1.1"	6239	176847
4172	"pqbp-1.2"	6239	188208
4173	"F25H2.6"	6239	172940
4176	"C46H11.3"	6239	183522
4176	"arx-7"	6239	171882
4177	"arx-6"	6239	175650
4178	"arx-5"	6239	176697
4181	"arx-2"	6239	179440
4182	"tsp-12"	6239	177890
4184	"tsfm-1"	6239	179683
4187	"arx-4"	6239	175247
4198	"tag-320"	6239	180974
4210	"CELE_F23B12.7"	6239	179947
4212	"CELE_R02D3.1"	6239	176842
4217	"ZK1127.5"	6239	174151
4219	"cnih-2"	6239	179801
4225	"tag-170"	6239	182257
4228	"K09E4.2"	6239	175065
4240	"rpn-11"	6239	173744
4252	"hut-1"	6239	176690
4261	"CELE_C23G10.2"	6239	182812
4277	"fce-1"	6239	172820
4281	"chn-1"	6239	172303
4289	"CELE_C16C10.4"	6239	175534
4291	"T12A2.7"	6239	188435
4294	"prp-21"	6239	173440
4301	"marc-6"	6239	172986
4316	"D2030.1"	6239	172510
4317	"C33G3.4"	6239	181517
4323	"mcm-7"	6239	178831
4324	"mdh-1"	6239	179041
4332	"mfap-1"	6239	172661
4337	"CELE_Y67H2A.7"	6239	178290
4343	"F49E2.1"	6239	181176
4343	"CELE_F49H6.5"	6239	186073
4349	"mthf-1"	6239	174254
4362	"K11H3.3"	6239	176398
4373	"cct-3"	6239	173581
4378	"isp-1"	6239	177609
4383	"Y54G2A.23"	6239	177074
4385	"clpp-1"	6239	174594
4390	"F08B12.1"	6239	181330
4393	"Y51H7C.5"	6239	190176
4431	"micu-1"	6239	178287
4437	"tag-231"	6239	173777
4446	"rack-1"	6239	177895
4451	"epac-1"	6239	176432
4455	"teg-1"	6239	176561
4456	"F53A2.7"	6239	176756
4474	"dli-1"	6239	178260
4480	"F42H10.3"	6239	185685
4485	"ned-8"	6239	172910
4502	"nsf-1"	6239	266842
4502	"nsf-1"	6239	13180975
4513	"W08E12.7"	6239	177097
4530	"CELE_ZK550.6"	6239	178503
4531	"Y110A2AL.13"	6239	190941
4533	"CELE_Y54F10AR.1"	6239	190268
4539	"F33H2.5"	6239	173368
4540	"rpb-8"	6239	175660
4541	"rpb-9"	6239	179178
4542	"rpb-11"	6239	175056
4550	"pph-5"	6239	180263
4551	"aak-2"	6239	181727
4556	"pkg-1"	6239	176991
4573	"trap-4"	6239	176626
4584	"tsg-101"	6239	182474
4587	"vars-2"	6239	173224
4593	"F13H10.4"	6239	177998
4597	"him-1"	6239	172116
4605	"mig-32"	6239	178150
4617	"CELE_Y39A1A.14"	6239	176488
4620	"E04A4.5"	6239	177242
4621	"zer-1"	6239	175249
4627	"Y71H2AM.9"	6239	190608
4630	"zhit-1"	6239	183878
4631	"T09B4.9"	6239	172302
4639	"cif-1"	6239	177236
4642	"sec-23"	6239	180317
4653	"calm-1"	6239	172774
4658	"T24H7.2"	6239	174033
4658	"T14G8.3"	6239	181422
4660	"K07C5.4"	6239	179442
4662	"atg-7"	6239	178005
4664	"rnh-2"	6239	266861
4667	"dnc-2"	6239	175837
4673	"praf-3"	6239	177637
4675	"arx-3"	6239	3565442
4676	"C33F10.14"	6239	6418622
4681	"sptl-1"	6239	173389
4687	"agef-1"	6239	173231
4690	"K07C5.6"	6239	179443
4693	"mrpl-28"	6239	173400
4694	"cct-7"	6239	178670
4695	"cct-4"	6239	174330
4696	"cct-2"	6239	174421
4701	"trxr-2"	6239	176259
4702	"CELE_Y106G6E.4"	6239	190922
4706	"prp-8"	6239	176153
4710	"B0286.3"	6239	173772
4711	"Y53C12B.1"	6239	190203
4722	"W09C3.4"	6239	172081
4744	"rpt-3"	6239	175925
4751	"sars-1"	6239	177859
4760	"gfl-1"	6239	187434
4761	"osm-5"	6239	180585
4766	"usp-3"	6239	190579
4769	"glrx-3"	6239	178828
4771	"nprl-2"	6239	177532
4777	"mtx-2"	6239	176087
4778	"ykt-6"	6239	176031
4779	"F32D8.13"	6239	179508
4783	"etr-1"	6239	173401
4788	"fars-2"	6239	180303
4792	"dnc-6"	6239	171891
4802	"cct-8"	6239	176928
4803	"C11H1.7"	6239	182526
4812	"nud-1"	6239	176754
4841	"T28D6.7"	6239	189042
4851	"D2030.2"	6239	172511
